"taxon_name","accepted_wcvp_name","accepted_wcvp_name_binomial"
"Ionactis sp.","Ionactis sp.","Ionactis sp."
"Ipomoea alba L.","Ipomoea alba L.","Ipomoea alba"
"Ipomoea barbatisepala A. Gray","Ipomoea barbatisepala A.Gray","Ipomoea barbatisepala"
"Ipomoea cairica (L.) Sweet","Ipomoea cairica (L.) Sweet","Ipomoea cairica"
"Ipomoea carnea Jacq. ssp. fistulosa (Mart. ex Choisy) D. Austin","Ipomoea carnea subsp. fistulosa (Mart. ex Choisy) D.F.Austin","Ipomoea carnea"
"Ipomoea coccinea L.","Ipomoea coccinea L.","Ipomoea coccinea"
"Ipomoea cordatotriloba Dennst.","Ipomoea cordatotriloba Dennst.","Ipomoea cordatotriloba"
"Ipomoea costellata Torr.","Ipomoea costellata Torr.","Ipomoea costellata"
"Ipomoea cristulata Hallier f.","Ipomoea cristulata Hallier f.","Ipomoea cristulata"
"Ipomoea hederacea Jacq.","Ipomoea hederacea Jacq.","Ipomoea hederacea"
"Ipomoea hederifolia L.","Ipomoea hederifolia L.","Ipomoea hederifolia"
"Ipomoea wrightii A. Gray","Ipomoea heptaphylla Sweet","Ipomoea heptaphylla"
"Ipomoea imperati (Vahl) Griseb.","Ipomoea imperati (Vahl) Griseb.","Ipomoea imperati"
"Ipomoea lacunosa L.","Ipomoea lacunosa L.","Ipomoea lacunosa"
"Ipomoea leptophylla Torr.","Ipomoea leptophylla Torr.","Ipomoea leptophylla"
"Ipomoea longifolia Benth.","Ipomoea longifolia Benth.","Ipomoea longifolia"
"Ipomoea nil (L.) Roth","Ipomoea nil (L.) Roth","Ipomoea nil"
"Ipomoea pandurata (L.) G. Mey.","Ipomoea pandurata (L.) G.Mey.","Ipomoea pandurata"
"Ipomoea purpurea (L.) Roth","Ipomoea purpurea (L.) Roth","Ipomoea purpurea"
"Ipomoea quamoclit L.","Ipomoea quamoclit L.","Ipomoea quamoclit"
"Ipomoea sp.","Ipomoea sp.","Ipomoea sp."
"Ipomoea spp.","Ipomoea spp.","Ipomoea sp."
"Ipomoea steudelii Millsp.","Ipomoea steudelii Millsp.","Ipomoea steudelii"
"Ipomoea tenuiloba Torr.","Ipomoea tenuiloba Torr.","Ipomoea tenuiloba"
"Ipomoea ternifolia Cav. var. leptotoma (Torr.) J.A. McDonald","Ipomoea ternifolia subsp. leptotoma (Torr.) J.R.I.Wood & Scotland","Ipomoea ternifolia"
"Ipomoea ternifolia Cav.","Ipomoea ternifolia Cav.","Ipomoea ternifolia"
"Ipomoea triloba L.","Ipomoea triloba L.","Ipomoea triloba"
"Ipomopsis aggregata (Pursh) V.E. Grant","Ipomopsis aggregata (Pursh) V.E.Grant","Ipomopsis aggregata"
"Ipomopsis congesta (Hook.) V.E. Grant","Ipomopsis congesta (Hook.) V.E.Grant","Ipomopsis congesta"
"Ipomopsis laxiflora (J.M. Coult.) V.E. Grant","Ipomopsis laxiflora (J.M.Coult.) V.E.Grant","Ipomopsis laxiflora"
"Ipomopsis longiflora (Torr.) V.E. Grant","Ipomopsis longiflora (Torr.) V.E.Grant","Ipomopsis longiflora"
"Ipomopsis pumila (Nutt.) V.E. Grant","Ipomopsis pumila (Nutt.) V.E.Grant","Ipomopsis pumila"
"Ipomopsis sp.","Ipomopsis sp.","Ipomopsis sp."
"Ipomopsis spp.","Ipomopsis spp.","Ipomopsis sp."
"Ipomopsis tenuifolia (A. Gray) V.E. Grant","Ipomopsis tenuifolia (A.Gray) V.E.Grant","Ipomopsis tenuifolia"
"Iris brevicaulis Raf.","Iris brevicaulis Raf.","Iris brevicaulis"
"Iris cristata Aiton","Iris cristata Aiton","Iris cristata"
"Belamcanda chinensis (L.) DC.","Iris domestica (L.) Goldblatt & Mabb.","Iris domestica"
"Iris hartwegii Baker","Iris hartwegii Baker","Iris hartwegii"
"Iris missouriensis Nutt.","Iris missouriensis Nutt.","Iris missouriensis"
"Iris setosa Pall. ex Link","Iris setosa Pall. ex Link","Iris setosa"
"Iris setosa Pall. ex Link var. interior E.S. Anderson","Iris setosa var. setosa","Iris setosa"
"Iris sp.","Iris sp.","Iris sp."
"Iris tenax Douglas ex Lindl.","Iris tenax Douglas ex Lindl.","Iris tenax"
"Iris verna L.","Iris verna L.","Iris verna"
"Iris versicolor L.","Iris versicolor L.","Iris versicolor"
"Iris virginica L. var. shrevei (Small) E.S. Anderson","Iris virginica L.","Iris virginica"
"Isocoma pluriflora (Torr. & A. Gray) Greene","Isocoma pluriflora Greene","Isocoma pluriflora"
"Isocoma tenuisecta Greene","Isocoma tenuisecta Greene","Isocoma tenuisecta"
"Isoetes melanopoda Gay & Durieu ex Durieu","Isoetes melanopoda J.Gay & Durieu","Isoetes melanopoda"
"Isolepis sp.","Isolepis sp.","Isolepis sp."
"Isotria verticillata Raf.","Isotria verticillata (Muhl. ex Willd.) Raf.","Isotria verticillata"
"Itea virginica L.","Itea virginica L.","Itea virginica"
"Iva annua L.","Iva annua L.","Iva annua"
"Iva angustifolia Nutt. ex DC.","Iva asperifolia var. angustifolia (Nutt. ex DC.) B.L.Turner","Iva asperifolia"
"Iva axillaris Pursh","Iva axillaris Pursh","Iva axillaris"
"Senecio jacobaea L.","Jacobaea vulgaris Gaertn.","Jacobaea vulgaris"
"Jacquemontia cumanensis (Kunth) Kuntze","Jacquemontia cumanensis (Kunth) Kuntze","Jacquemontia cumanensis"
"Convolvulus nodiflorus Desv.","Jacquemontia nodiflora (Desr.) G.Don","Jacquemontia nodiflora"
"Jacquemontia solanifolia (L.) Hallier","Jacquemontia solanifolia (L.) Hallier f.","Jacquemontia solanifolia"
"Jacquemontia sp.","Jacquemontia sp.","Jacquemontia sp."
"Jacquemontia spp.","Jacquemontia spp.","Jacquemontia sp."
"Jacquemontia tamnifolia (L.) Griseb.","Jacquemontia tamnifolia (L.) Griseb.","Jacquemontia tamnifolia"
"Jacquinia armillaris Jacq.","Jacquinia armillaris Jacq.","Jacquinia armillaris"
"Jacquinia berteroi Spreng.","Jacquinia berteroi Spreng.","Jacquinia berteroi"
"Jacquinia sp.","Jacquinia sp.","Jacquinia sp."
"Jacquiniella sp.","Jacquiniella sp.","Jacquiniella sp."
"Jamesia americana Torr. & A. Gray","Jamesia americana Torr. & A.Gray","Jamesia americana"
"Janusia gracilis A. Gray","Janusia gracilis A.Gray","Janusia gracilis"
"Jasminum fluminense Vell.","Jasminum fluminense Vell.","Jasminum fluminense"
"Jatropha curcas L.","Jatropha curcas L.","Jatropha curcas"
"Jatropha gossypiifolia L.","Jatropha gossypiifolia L.","Jatropha gossypiifolia"
"Jatropha hernandiifolia Vent.","Jatropha hernandiifolia Vent.","Jatropha hernandiifolia"
"Cryptantha angustifolia (Torr.) Greene","Johnstonella angustifolia (Torr.) Hasenstab & M.G.Simpson","Johnstonella angustifolia"
"Cryptantha pusilla (Torr. & A. Gray) Greene","Johnstonella pusilla (Torr. & A.Gray) Hasenstab & M.G.Simpson","Johnstonella pusilla"
"Juglans cinerea L.","Juglans cinerea L.","Juglans cinerea"
"Juglans nigra L.","Juglans nigra L.","Juglans nigra"
"Juglans sp.","Juglans sp.","Juglans sp."
"Juncus alpinoarticulatus Chaix","Juncus alpinoarticulatus Chaix","Juncus alpinoarticulatus"
"Juncus arcticus Willd.","Juncus arcticus Willd.","Juncus arcticus"
"Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén","Juncus balticus subsp. littoralis (Engelm.) Snogerup","Juncus balticus"
"Juncus biflorus Elliott","Juncus biflorus Elliott","Juncus biflorus"
"Juncus biglumis L.","Juncus biglumis L.","Juncus biglumis"
"Juncus bufonius L.","Juncus bufonius L.","Juncus bufonius"
"Juncus castaneus Sm.","Juncus castaneus Sm.","Juncus castaneus"
"Juncus castaneus Sm. ssp. castaneus","Juncus castaneus subsp. castaneus","Juncus castaneus"
"Juncus confusus Coville","Juncus confusus Coville","Juncus confusus"
"Juncus coriaceus Mack.","Juncus coriaceus Mack.","Juncus coriaceus"
"Juncus debilis A. Gray","Juncus debilis A.Gray","Juncus debilis"
"Juncus dichotomus Elliott","Juncus dichotomus Elliott","Juncus dichotomus"
"Juncus drummondii E. Mey.","Juncus drummondii E.Mey.","Juncus drummondii"
"Juncus dudleyi Wiegand","Juncus dudleyi Wiegand","Juncus dudleyi"
"Juncus effusus L.","Juncus effusus L.","Juncus effusus"
"Juncus ensifolius Wikstr.","Juncus ensifolius Wikstr.","Juncus ensifolius"
"Juncus filiformis L.","Juncus filiformis L.","Juncus filiformis"
"Juncus inflexus L.","Juncus inflexus L.","Juncus inflexus"
"Juncus interior Wiegand","Juncus interior Wiegand","Juncus interior"
"Juncus marginatus Rostk.","Juncus marginatus Rostk.","Juncus marginatus"
"Juncus nodatus Coville","Juncus nodatus Coville","Juncus nodatus"
"Juncus pelocarpus E. Mey.","Juncus pelocarpus E.Mey.","Juncus pelocarpus"
"Juncus planifolius R. Br.","Juncus planifolius R.Br.","Juncus planifolius"
"Juncus effusus L. var. pylaei (Laharpe) Fernald & Wiegand","Juncus pylaei Laharpe","Juncus pylaei"
"Juncus scirpoides Lam.","Juncus scirpoides Lam.","Juncus scirpoides"
"Juncus sp.","Juncus sp.","Juncus sp."
"Juncus spp.","Juncus spp.","Juncus sp."
"Juncus tenuis Willd.","Juncus tenuis Willd.","Juncus tenuis"
"Juncus torreyi Coville","Juncus torreyi Coville","Juncus torreyi"
"Juncus triglumis L.","Juncus triglumis L.","Juncus triglumis"
"Juncus xiphioides E. Mey.","Juncus xiphioides E.Mey.","Juncus xiphioides"
"Juniperus ashei J. Buchholz","Juniperus ashei J.Buchholz","Juniperus ashei"
"Juniperus communis L.","Juniperus communis L.","Juniperus communis"
"Juniperus communis L. var. depressa Pursh","Juniperus communis var. depressa Pursh","Juniperus communis"
"Juniperus grandis R.P. Adams","Juniperus grandis R.P.Adams","Juniperus grandis"
"Juniperus osteosperma (Torr.) Little","Juniperus osteosperma (Torr.) Little","Juniperus osteosperma"
"Juniperus scopulorum Sarg.","Juniperus scopulorum Sarg.","Juniperus scopulorum"
"Juniperus sp.","Juniperus sp.","Juniperus sp."
"Juniperus virginiana L. var. virginiana","Juniperus virginiana var. virginiana","Juniperus virginiana"
"Juniperus virginiana L.","Juniperus virginiana L.","Juniperus virginiana"
"Justicia longii Hilsenb.","Justicia longii Hilsenb.","Justicia longii"
"Justicia sp.","Justicia sp.","Justicia sp."
"Justicia spp.","Justicia spp.","Justicia sp."
"Hedyotis terminalis (Hook. & Arn.) W.L. Wagner & D.R. Herbst","Kadua affinis Cham. & Schltdl.","Kadua affinis"
"Kallstroemia californica (S. Watson) Vail","Kallstroemia californica (S.Watson) Vail","Kallstroemia californica"
"Kallstroemia grandiflora Torr. ex A. Gray","Kallstroemia grandiflora Torr. ex A.Gray","Kallstroemia grandiflora"
"Kallstroemia hirsutissima Vail ex Small","Kallstroemia hirsutissima Vail","Kallstroemia hirsutissima"
"Kallstroemia parviflora J.B.S. Norton","Kallstroemia parviflora Norton","Kallstroemia parviflora"
"Kallstroemia sp.","Kallstroemia sp.","Kallstroemia sp."
"Kallstroemia spp.","Kallstroemia spp.","Kallstroemia sp."
"Kalmia angustifolia L.","Kalmia angustifolia L.","Kalmia angustifolia"
"Kalmia latifolia L.","Kalmia latifolia L.","Kalmia latifolia"
"Kalmia polifolia Wangenh.","Kalmia polifolia Wangenh.","Kalmia polifolia"
"Loiseleuria procumbens (L.) Desv.","Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex Galasso, Banfi & F.Conti","Kalmia procumbens"
"Kalmia sp.","Kalmia sp.","Kalmia sp."
"Panicum verrucosum Muhl.","Kellochloa verrucosa (Muhl.) Lizarazu, Nicola & Scataglini","Kellochloa verrucosa"
"Kelloggia galioides Torr.","Kelloggia galioides Torr.","Kelloggia galioides"
"Koeleria macrantha (Ledeb.) Schult.","Koeleria macrantha (Ledeb.) Schult.","Koeleria macrantha"
"Koeleria sp.","Koeleria sp.","Koeleria sp."
"Trisetum spicatum (L.) K. Richt.","Koeleria spicata (L.) Barberá, Quintanar, Soreng & P.M.Peterson","Koeleria spicata"
"Polygonum alpinum All.","Koenigia alpina (All.) T.M.Schust. & Reveal","Koenigia alpina"
"Korthalsella complanata (v. Tiegh.) Engl.","Korthalsella complanata (Tiegh.) Engl.","Korthalsella complanata"
"Krameria erecta Willd. ex Schult.","Krameria erecta Willd.","Krameria erecta"
"Krameria ixine L.","Krameria ixine L.","Krameria ixine"
"Krameria lanceolata Torr.","Krameria lanceolata Torr.","Krameria lanceolata"
"Krameria sp.","Krameria sp.","Krameria sp."
"Krascheninnikovia lanata (Pursh) A. Meeuse & Smit","Krascheninnikovia lanata (Pursh) A.Meeuse & A.Smit","Krascheninnikovia lanata"
"Krigia caespitosa (Raf.) K.L. Chambers","Krigia cespitosa (Raf.) K.L.Chambers","Krigia cespitosa"
"Krigia sp.","Krigia sp.","Krigia sp."
"Krugiodendron ferreum (Vahl) Urb.","Krugiodendron ferreum (Vahl) Urb.","Krugiodendron ferreum"
"Kummerowia sp.","Kummerowia sp.","Kummerowia sp."
"Kummerowia stipulacea (Maxim.) Makino","Kummerowia stipulacea (Maxim.) Makino","Kummerowia stipulacea"
"Kummerowia striata (Thunb.) Schindl.","Kummerowia striata (Thunb.) Schindl.","Kummerowia striata"
"Kyllinga sp.","Kyllinga sp.","Kyllinga sp."
"Lachnanthes caroliana (Lam.) Dandy","Lachnanthes caroliana (Lam.) Dandy","Lachnanthes caroliana"
"Lachnanthes sp.","Lachnanthes sp.","Lachnanthes sp."
"Lachnocaulon sp.","Lachnocaulon sp.","Lachnocaulon sp."
"Lachnocaulon spp.","Lachnocaulon spp.","Lachnocaulon sp."
"Dioclea multiflora (Torr. & A. Gray) C. Mohr","Lackeya multiflora (Torr. & A.Gray) Fortunato, L.P.Queiroz & G.P.Lewis","Lackeya multiflora"
"Lactuca biennis (Moench) Fernald","Lactuca biennis (Moench) Fernald","Lactuca biennis"
"Lactuca canadensis L.","Lactuca canadensis L.","Lactuca canadensis"
"Lactuca floridana (L.) Gaertn.","Lactuca floridana (L.) Gaertn.","Lactuca floridana"
"Lactuca graminifolia Michx.","Lactuca graminifolia Michx.","Lactuca graminifolia"
"Lactuca hirsuta Muhl. ex Nutt.","Lactuca hirsuta Muhl. ex Nutt.","Lactuca hirsuta"
"Lactuca ludoviciana (Nutt.) Riddell","Lactuca ludoviciana (Nutt.) Riddell","Lactuca ludoviciana"
"Mycelis muralis (L.) Dumort.","Lactuca muralis (L.) Gaertn.","Lactuca muralis"
"Lactuca tatarica (L.) C.A. Mey. var. pulchella (Pursh) Breitung","Lactuca pulchella DC.","Lactuca pulchella"
"Lactuca saligna L.","Lactuca saligna L.","Lactuca saligna"
"Lactuca serriola L.","Lactuca serriola L.","Lactuca serriola"
"Lactuca sp.","Lactuca sp.","Lactuca sp."
"Lactuca spp.","Lactuca spp.","Lactuca sp."
"Psoralidium lanceolatum (Pursh) Rydb.","Ladeania lanceolata (Pursh) Reveal & A.N.Egan","Ladeania lanceolata"
"Lagotis glauca Gaertn.","Lagotis glauca Gaertn.","Lagotis glauca"
"Lamarckia aurea (L.) Moench","Lamarckia aurea (L.) Moench","Lamarckia aurea"
"Lamium amplexicaule L.","Lamium amplexicaule L.","Lamium amplexicaule"
"Lamium purpureum L.","Lamium purpureum L.","Lamium purpureum"
"Lamium sp.","Lamium sp.","Lamium sp."
"Lantana camara L.","Lantana camara L.","Lantana camara"
"Lantana exarata Urb. & Ekman","Lantana exarata Urb. & Ekman","Lantana exarata"
"Lantana involucrata L.","Lantana involucrata L.","Lantana involucrata"
"Lantana reticulata Pers.","Lantana reticulata Pers.","Lantana reticulata"
"Perityle stansburyi (A. Gray) J.F. Macbr.","Laphamia stansburyi A.Gray","Laphamia stansburyi"
"Laportea canadensis (L.) Weddell","Laportea canadensis (L.) Wedd.","Laportea canadensis"
"Lappula occidentalis (S. Watson) Greene","Lappula occidentalis (S.Watson) Greene","Lappula occidentalis"
"Lappula occidentalis (S. Watson) Greene var. occidentalis","Lappula occidentalis (S. Watson) Greene var. occidentalis","Lappula occidentalis"
"Lappula sp.","Lappula sp.","Lappula sp."
"Lappula spp.","Lappula spp.","Lappula sp."
"Lappula squarrosa (Retz.) Dumort.","Lappula squarrosa (Retz.) Dumort.","Lappula squarrosa"
"Lappula occidentalis (S. Watson) Greene var. cupulata (A. Gray) Higgins","Lappula texana (Scheele) Britton","Lappula texana"
"Lapsana communis L.","Lapsana communis L.","Lapsana communis"
"Larix laricina (Du Roi) K. Koch","Larix laricina (Du Roi) K.Koch","Larix laricina"
"Larix occidentalis Nutt.","Larix occidentalis Nutt.","Larix occidentalis"
"Larix sp.","Larix sp.","Larix sp."
"Larrea tridentata (DC.) Coville","Larrea tridentata (DC.) Coville","Larrea tridentata"
"Lasiacis divaricata (L.) Hitchc.","Lasiacis divaricata (L.) Hitchc.","Lasiacis divaricata"
"Lasthenia californica DC. ex Lindl. ssp. californica","Lasthenia californica subsp. californica","Lasthenia californica"
"Lasthenia debilis (Greene ex A. Gray) Ornduff","Lasthenia debilis (Greene ex A.Gray) Ornduff","Lasthenia debilis"
"Lathyrus aphaca L.","Lathyrus aphaca L.","Lathyrus aphaca"
"Lathyrus brachycalyx Rydb.","Lathyrus brachycalyx Rydb.","Lathyrus brachycalyx"
"Lathyrus lanszwertii Kellogg var. brownii (Eastw.) Jeps.","Lathyrus brownii Eastw.","Lathyrus brownii"
"Lathyrus hirsutus L.","Lathyrus hirsutus L.","Lathyrus hirsutus"
"Lathyrus japonicus Willd. var. maritimus (L.) Kartesz & Gandhi","Lathyrus japonicus var. maritimus (L.) J.T.Kartesz & Gandhi","Lathyrus japonicus"
"Lathyrus nevadensis S. Watson ssp. nevadensis","Lathyrus nevadensis S. Watson ssp. nevadensis","Lathyrus nevadensis"
"Lathyrus nevadensis S. Watson","Lathyrus nevadensis S.Watson","Lathyrus nevadensis"
"Lathyrus polyphyllus Nutt.","Lathyrus polyphyllus Nutt.","Lathyrus polyphyllus"
"Lathyrus sp.","Lathyrus sp.","Lathyrus sp."
"Lathyrus sulphureus W.H. Brewer ex A. Gray","Lathyrus sulphureus W.H.Brewer ex A.Gray","Lathyrus sulphureus"
"Layia pentachaeta A. Gray","Layia pentachaeta A.Gray","Layia pentachaeta"
"Layia pentachaeta A. Gray ssp. pentachaeta","Layia pentachaeta subsp. pentachaeta","Layia pentachaeta"
"Layia sp.","Layia sp.","Layia sp."
"Layia spp.","Layia spp.","Layia sp."
"Lechea deckertii Small","Lechea deckertii Small","Lechea deckertii"
"Lechea divaricata Shuttlw. ex Britton","Lechea divaricata Shuttlew. ex Britton","Lechea divaricata"
"Lechea minor L.","Lechea minor L.","Lechea minor"
"Lechea mucronata Raf.","Lechea mucronata Raf.","Lechea mucronata"
"Lechea pulchella Raf.","Lechea pulchella Raf.","Lechea pulchella"
"Lechea san-sabeana (Buckley) Hodgdon","Lechea san-sabeana (Buckley) Hodgdon","Lechea san-sabeana"
"Lechea sessiliflora Raf.","Lechea sessiliflora Raf.","Lechea sessiliflora"
"Lechea sp.","Lechea sp.","Lechea sp."
"Lechea spp.","Lechea spp.","Lechea sp."
"Lechea tenuifolia Michx.","Lechea tenuifolia Michx.","Lechea tenuifolia"
"Lechea torreyi Leggett ex Britton","Lechea torreyi (Chapm.) Legg. ex Britton","Lechea torreyi"
"Ledum sp.","Ledum sp.","Ledum sp."
"Leersia hexandra Sw.","Leersia hexandra Sw.","Leersia hexandra"
"Leersia lenticularis Michx.","Leersia lenticularis Michx.","Leersia lenticularis"
"Leersia oryzoides (L.) Sw.","Leersia oryzoides (L.) Sw.","Leersia oryzoides"
"Leersia sp.","Leersia sp.","Leersia sp."
"Leersia virginica Willd.","Leersia virginica Willd.","Leersia virginica"
"Leitneria floridana Chapm.","Leitneria floridana Chapm.","Leitneria floridana"
"Lemna aequinoctialis Welw.","Lemna aequinoctialis Welw.","Lemna aequinoctialis"
"Lemna minor L.","Lemna minor L.","Lemna minor"
"Lemna minor/turionifera","Lemna minor","Lemna minor"
"Lemna minuta Kunth","Lemna minuta Kunth","Lemna minuta"
"Lemna perpusilla Torr.","Lemna perpusilla Torr.","Lemna perpusilla"
"Lemna sp.","Lemna sp.","Lemna sp."
"Lemna spp.","Lemna spp.","Lemna sp."
"Lemna trisulca L.","Lemna trisulca L.","Lemna trisulca"
"Lemna turionifera Landolt","Lemna turionifera Landolt","Lemna turionifera"
"Lemna valdiviana Phil.","Lemna valdiviana Phil.","Lemna valdiviana"
"Leontodon hispidus L.","Leontodon hispidus L.","Leontodon hispidus"
"Leonurus cardiaca L. ssp. cardiaca","Leonurus cardiaca L. ssp. cardiaca","Leonurus cardiaca"
"Cardaria pubescens (C.A. Mey.) Jarmolenko","Lepidium appelianum Al-Shehbaz","Lepidium appelianum"
"Lepidium bonariense L.","Lepidium bonariense L.","Lepidium bonariense"
"Lepidium campestre (L.) W.T. Aiton","Lepidium campestre (L.) W.T.Aiton","Lepidium campestre"
"Lepidium densiflorum Schrad.","Lepidium densiflorum Schrad.","Lepidium densiflorum"
"Cardaria draba (L.) Desv.","Lepidium draba L.","Lepidium draba"
"Lepidium lasiocarpum Nutt.","Lepidium lasiocarpum Nutt.","Lepidium lasiocarpum"
"Lepidium montanum Nutt.","Lepidium montanum Nutt.","Lepidium montanum"
"Lepidium nitidum Nutt.","Lepidium nitidum Nutt.","Lepidium nitidum"
"Lepidium oblongum Small","Lepidium oblongum Small","Lepidium oblongum"
"Lepidium perfoliatum L.","Lepidium perfoliatum L.","Lepidium perfoliatum"
"Lepidium ramosissimum A. Nelson","Lepidium ramosissimum A.Nelson","Lepidium ramosissimum"
"Lepidium sp.","Lepidium sp.","Lepidium sp."
"Lepidium spp.","Lepidium spp.","Lepidium sp."
"Lepidium virginicum L.","Lepidium virginicum L.","Lepidium virginicum"
"Lepidium virginicum L. var. virginicum","Lepidium virginicum L. var. virginicum","Lepidium virginicum"
"Lepisorus sp.","Lepisorus sp.","Lepisorus sp."
"Lepisorus thunbergianus (Kaulf.) Ching","Lepisorus thunbergianus (Kaulf.) Ching","Lepisorus thunbergianus"
"Styphelia tameiameiae (Cham. & Schltdl.) F. Muell.","Leptecophylla tameiameiae (Cham.) C.M.Weiller","Leptecophylla tameiameiae"
